port,year,count,changeYoY,pctChangeYoY
Sweetgrass,1996,321934,,
Sweetgrass,1997,332132,10198,3
Sweetgrass,1998,319790,-12342,-4
Sweetgrass,1999,342777,22987,7
Sweetgrass,2000,361402,18625,5
Sweetgrass,2001,338025,-23377,-6
Sweetgrass,2002,332650,-5375,-2
Sweetgrass,2003,293737,-38913,-12
Sweetgrass,2004,331185,37448,13
Sweetgrass,2005,331752,567,0
Sweetgrass,2006,357091,25339,8
Sweetgrass,2007,396321,39230,11
Sweetgrass,2008,378369,-17952,-5
Sweetgrass,2009,381568,3199,1
Sweetgrass,2010,422966,41398,11
Sweetgrass,2011,419336,-3630,-1
Sweetgrass,2012,440102,20766,5
Sweetgrass,2013,445301,5199,1
Sweetgrass,2014,450194,4893,1
Sweetgrass,2015,407862,-42332,-9
Sweetgrass,2016,391041,-16821,-4
Sweetgrass,2017,350677,-40364,-10
Sweetgrass,2018,328301,-22376,-6
Sweetgrass,2019,326996,-1305,0
Sweetgrass,2020,184698,-142298,-44
Sweetgrass,2021,208734,24036,13
Sweetgrass,2022,271159,62425,30
Sweetgrass,2023,315298,44139,16
Sweetgrass,2024,324070,8772,3
Sweetgrass,2025,261181,-62889,-19
