month,crossingType,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Jul,Personal Vehicle Passengers,,-31764,30728,4528,-2705,-13232,2690,-1076,-3776,14113,-944,-17169,2072,5973,11249,549,-5548,4860,2871,1563,-730,-2859,508,1953,-49198,288,29907,10767,2612,-7008
Jul,Personal Vehicles,,-933,470,1411,-956,-351,-2929,-328,861,731,759,620,1036,1376,4753,8531,-1841,2204,2946,655,-807,-998,-9329,1217,-22887,112,13882,4965,488,-3122
Jul,Rail Containers Empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jul,Rail Containers Loaded,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jul,Total,,-33809,31310,7190,-4088,-14341,-249,-1465,-2702,14089,-36,-17071,2378,6758,15749,9120,-6502,5504,6384,2658,-1774,-4022,-8313,2363,-72186,786,43162,16838,2966,-9745
Jul,Train Passengers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jul,Trains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jul,Truck Containers Empty,,45,41,-65,-8,30,-55,13,-67,7,-10,38,62,16,12,63,24,-125,88,-84,-17,411,100,-161,-24,105,-302,76,91,-127
Jul,Truck Containers Loaded,,-527,59,533,-28,-426,101,-178,341,-436,-93,-84,-419,-112,-38,16,247,-1143,607,403,49,-646,50,-68,81,98,-154,674,-34,348
Jul,Trucks,,-498,101,498,-67,-396,44,-150,262,-407,-127,72,-530,-60,-140,89,296,-209,-119,-36,-144,140,157,-241,51,186,-405,205,87,57
Aug,Bus Passengers,,38,-271,50,-13,132,-317,164,4,-80,216,13,-182,-37,-94,169,-130,50,83,0,-124,2,-32,-61,-23,,,-47,,86
Aug,Buses,,5,-10,-1,1,3,-7,2,0,1,10,-6,-5,-5,0,5,-3,-1,4,0,-2,-3,-1,-2,-1,,,-1,,2
Aug,Pedestrians,,-150,13,-17,1,44,26,113,-145,118,-49,-99,13,64,-85,84,-41,9,-37,548,-438,-73,163,-159,-80,30,-34,,,
Aug,Personal Vehicle Passengers,,-763,-3542,3347,-3288,3454,-8232,-3475,-5241,14024,6139,-18957,3467,-93,17625,-9509,10031,7153,-1649,-11889,-750,4039,2387,715,-52324,1586,25957,13793,3849,-9714
Aug,Personal Vehicles,,-398,-1081,1157,-1030,671,-2440,-1066,265,891,1698,1954,1834,-1722,8012,2735,6434,2186,1504,-6484,39,-6858,798,186,-23866,805,12056,5998,1340,-4004
Aug,Rail Containers Empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Aug,Rail Containers Loaded,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Aug,Total,,-1329,-5770,5892,-4991,3754,-10036,-5172,-4165,14063,8007,-17117,3802,-2003,25253,-6114,16417,8129,745,-17844,-1167,-2968,3877,273,-76747,2651,37944,20324,5605,-14409
Aug,Train Passengers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Aug,Trains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Aug,Truck Containers Empty,,208,-72,-126,-16,-14,20,28,-69,15,5,-1,154,-36,28,52,-65,-22,-20,-60,-11,475,193,-101,-303,27,-3,31,33,-99
Aug,Truck Containers Loaded,,-227,-377,799,-764,230,490,-668,663,-484,12,-38,-754,-99,-101,202,101,-1034,795,116,79,-576,87,-100,79,83,-36,557,71,-387
Aug,Trucks,,-42,-430,683,118,-766,424,-270,358,-422,-24,17,-725,-75,-132,148,90,-212,65,-75,40,26,282,-205,-229,120,-44,-7,154,-293
Sep,Bus Passengers,,-221,-203,-151,17,141,-173,-71,-65,-62,204,-70,-39,-160,34,-73,263,-80,-12,-118,-33,-53,21,-3,-74,,,-10,-25,-27
Sep,Buses,,7,-10,-12,-5,13,-12,0,-5,1,12,-11,-2,-1,-3,0,10,-2,-13,6,-1,-1,1,-3,-2,,,1,-2,0
Sep,Pedestrians,,-19,95,-47,-28,38,-19,42,15,-3,-105,-8,-3,1,-6,-7,17,-10,18,16,-8,-26,29,-36,-13,21,-26,,,
Sep,Personal Vehicle Passengers,,-1677,4342,498,-12330,6625,-376,-3277,-1788,505,11748,-12837,-789,5972,12048,-8157,342,-1630,1622,-3710,2998,-2108,-1437,329,-25340,1982,17113,6537,-628,-5213
Sep,Personal Vehicles,,-367,1378,204,-449,-1474,-122,-1047,461,-67,1539,968,-396,1829,5478,1842,-313,1400,353,-70,1311,-7908,-367,48,-12951,1132,8519,3252,-413,-2294
Sep,Rail Containers Empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Sep,Rail Containers Loaded,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Sep,Total,,-2235,5110,1659,-14941,6634,-204,-5294,-551,-294,13496,-12481,-1784,7183,17573,-6080,123,-1412,2934,-3625,4221,-10317,-1447,131,-38429,3352,25002,10598,-987,-7763
Sep,Train Passengers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Sep,Trains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Sep,Truck Containers Empty,,193,-98,-37,-101,55,-2,9,-41,13,4,16,59,27,46,72,-95,-5,-14,-73,-28,500,188,-110,-239,116,-133,46,36,-447
Sep,Truck Containers Loaded,,-236,-69,576,-2112,1734,234,-460,453,-431,129,-268,-356,-245,-17,144,-47,-870,769,263,73,-713,-36,16,207,-4,-230,572,17,301
Sep,Trucks,,85,-325,628,67,-498,266,-490,419,-250,-35,-271,-258,-240,-7,99,-54,-215,211,61,-91,-8,154,-110,-17,105,-374,200,28,-83
Oct,Bus Passengers,,-122,-358,160,-241,-84,76,91,-173,95,10,5,-80,-28,-30,17,-27,79,-28,-18,-52,49,-4,29,-76,,,,,
Oct,Buses,,4,-19,7,-10,-3,2,4,-8,7,-1,-4,-2,1,-1,-1,0,3,-3,1,0,-1,0,0,-1,,,,,
Oct,Pedestrians,,-260,15,-40,31,0,-15,70,-6,9,-76,-26,-6,-17,23,-19,-12,22,-8,-4,-2,-7,14,-16,,,-15,,,
Oct,Personal Vehicle Passengers,,1035,1228,2240,-14468,9073,-7858,8441,-6584,7189,-7195,870,-1543,4312,8359,-6428,1741,1723,676,-4782,-797,549,-264,-221,-18403,1314,12142,2552,1124,-3772
Oct,Personal Vehicles,,185,343,673,-626,-921,-2068,2251,-248,278,636,1403,-771,1330,3799,858,1210,2172,771,-2839,47,-4311,-82,-101,-9474,790,6173,1154,614,-1847
Oct,Rail Containers Empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Oct,Rail Containers Loaded,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Oct,Total,,63,2068,2820,-14857,7725,-9841,10410,-7210,6952,-6743,1677,-2682,5165,12308,-5447,3537,2491,2305,-7762,-797,-3436,-393,-534,-28107,2431,17919,4441,1510,-5245
Oct,Train Passengers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Oct,Trains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Oct,Truck Containers Empty,,-52,112,-115,-2,-8,35,-65,-7,-10,23,117,-24,-33,113,15,17,-100,-5,-94,-13,679,-49,-154,-153,140,-30,-54,-65,-170
Oct,Truck Containers Loaded,,-282,315,-44,256,-140,-38,-141,-88,-300,-142,-337,-62,-219,-36,56,374,-1173,900,78,95,-692,17,45,80,22,-164,660,-49,460
Oct,Trucks,,-445,432,-61,203,-192,25,-241,-96,-316,2,-351,-194,-181,81,55,234,-235,2,-104,-75,298,-25,-116,-80,150,-187,129,-114,84
Nov,Bus Passengers,,-20,-344,48,-76,81,-1,-6,-152,13,-14,0,153,-119,10,-9,-35,26,-26,0,0,27,-27,,,,,,,-39
Nov,Buses,,5,-17,1,-3,1,2,0,-5,1,-2,0,4,-3,1,-1,-1,2,0,-2,0,1,-1,,,,,,,-1
Nov,Pedestrians,,37,-44,40,-16,-23,30,9,92,-71,-40,-16,-30,-17,6,2,-14,18,0,-12,-3,-4,0,6,-7,,-48,,,
Nov,Personal Vehicle Passengers,,1094,939,295,-6131,5083,-1026,-507,2558,4312,-8171,6080,-2970,2319,1267,1077,2835,1160,-2279,-5190,1011,-1052,1166,989,-15024,3392,5005,3426,322,-3090
Nov,Personal Vehicles,,493,228,131,-222,-227,-383,-112,383,185,179,3049,-1494,511,4001,-69,1747,2181,-2345,-1452,1242,-4830,463,478,-7703,1986,2326,1694,5,-1424
Nov,Rail Containers Empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Nov,Rail Containers Loaded,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Nov,Total,,1212,2090,1238,-6886,4762,-2034,-714,3065,3979,-8230,8322,-4664,2027,5804,1219,4540,2315,-4194,-6649,2741,-6160,1816,1128,-22681,5589,7383,5534,-137,-4463
Nov,Train Passengers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Nov,Trains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Nov,Truck Containers Empty,,2,94,-90,-27,-5,27,-50,-10,-22,74,2,70,-75,126,-3,-48,-4,-84,-33,85,356,101,-116,-127,-17,136,-50,-225,-132
Nov,Truck Containers Loaded,,-200,526,534,-230,-72,-353,0,104,-208,-164,-398,-247,-238,150,127,75,-947,703,50,188,-580,4,-47,141,101,-55,457,-30,228
Nov,Trucks,,-199,708,279,-181,-76,-330,-48,95,-231,-92,-395,-150,-351,243,95,-19,-121,-163,-10,218,-78,110,-182,39,79,19,7,-249,-5
Dec,Bus Passengers,,-88,-742,2037,-919,-1018,574,-389,-318,-280,-10,359,-272,-30,17,-5,91,-6,-17,-146,0,18,25,-43,,,-5,,23,-50
Dec,Buses,,-3,-28,50,-21,-20,8,-6,-11,-7,1,7,-7,0,0,0,2,0,-4,3,-3,1,0,-1,,,-1,,1,-2
Dec,Pedestrians,,-22,-62,46,-8,30,-16,31,74,-55,-59,-16,-10,-13,4,-5,4,-1,9,-10,1,-4,6,-7,0,-1,,,,
Dec,Personal Vehicle Passengers,,1150,-469,2646,-6609,3903,130,-970,-2168,9567,-8514,3658,-1880,5313,3475,1988,2969,-611,915,-6923,635,1059,-837,-148,-19019,6089,5203,3564,-252,-14920
Dec,Personal Vehicles,,387,-150,995,-990,-10,48,-358,466,109,287,1829,-940,1893,5093,255,1143,2454,-1005,-1784,-79,-4116,-337,2,-8996,3253,2078,1621,45,-7270
Dec,Rail Containers Empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Rail Containers Loaded,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Total,,1639,-368,6717,-9795,2547,705,-1361,-2455,9000,-8730,4917,-3183,6862,9324,2293,3519,2033,-182,-8684,367,-3092,-1478,25,-27476,9026,7044,5595,-291,-23892
Dec,Train Passengers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Trains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Truck Containers Empty,,62,50,-41,-3,-36,15,-54,2,-17,43,20,19,-4,161,20,-86,-72,-9,-69,61,253,-106,87,14,-91,-63,1,-80,-123
Dec,Truck Containers Loaded,,42,492,357,-461,-139,-35,219,-234,-166,-260,-479,-58,-141,241,22,-286,157,-10,192,-136,-357,-65,31,278,-82,-31,363,35,-926
Dec,Trucks,,111,541,627,-784,-163,-19,166,-266,-151,-218,-461,-35,-156,333,18,-318,112,-61,53,-112,54,-164,104,247,-148,-137,18,-63,-601
