month,crossingType,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Nov,Rail Containers Empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Nov,Rail Containers Loaded,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Nov,Total People,,-873,1037,265,-256,176,-38,-149,255,-1290,795,181,-134,-214,0,114,186,-174,24,-224,38,-45,17,99,-632,72,118,58,64,-37
Nov,Total Vehicles,,-33,36,42,484,-184,-84,-198,192,-271,91,2,-17,-74,-13,8,155,-128,4,32,-74,25,18,30,-19,-49,-8,,-23,3
Nov,Train Passengers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Nov,Trains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Nov,Truck Containers Empty,,0,0,0,5,-5,0,0,23,-16,2,-2,-7,0,2,-2,0,0,0,0,0,,18,-20,20,-17,-4,,,
Nov,Truck Containers Loaded,,0,0,0,295,-113,-46,-88,72,-110,36,1,-2,-45,0,7,-7,0,0,0,0,,-9,35,-27,-10,,,-16,
Nov,Trucks,,-33,36,42,184,-66,-38,-110,96,-144,53,3,-11,-26,-15,3,162,-128,4,32,-74,11,9,15,-12,-22,-4,,-8,
Dec,Bus Passengers,,0,0,0,0,0,0,0,10,1,-11,21,-21,0,0,0,0,0,0,0,0,0,,,,,,,,-1
Dec,Buses,,0,0,0,0,0,0,0,1,0,-1,3,-3,0,0,0,0,0,0,0,0,0,,,,,,,0,-1
Dec,Pedestrians,,0,12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-1,,
Dec,Personal Vehicle Passengers,,-601,595,254,-253,161,-83,-90,40,18,39,121,-294,-26,-27,110,5,-72,76,-78,-60,61,-58,-46,-375,105,34,66,34,-257
Dec,Personal Vehicles,,-285,322,83,-84,31,-41,-84,4,74,-4,77,-109,1,-48,89,82,-31,97,-162,-25,6,-35,-29,-200,71,12,44,12,-153
Dec,Rail Containers Empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Rail Containers Loaded,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Total People,,-886,929,325,-337,192,-124,-174,54,93,24,219,-424,-25,-75,199,87,-103,173,-240,-85,67,-93,-75,-575,176,47,109,47,-411
Dec,Total Vehicles,,-26,53,5,482,-287,-161,32,42,-128,195,-132,-53,-37,23,-22,115,-94,39,-46,26,-50,32,-14,59,16,-95,,-7,-9
Dec,Train Passengers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Trains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Truck Containers Empty,,0,0,0,0,0,0,0,4,3,1,-5,-3,3,-3,0,0,0,0,0,0,,16,-9,27,-28,-7,,1,-4
Dec,Truck Containers Loaded,,0,0,0,245,-115,-130,61,3,-53,97,-64,-20,-23,18,-19,0,0,0,0,0,,,,4,48,-54,,-6,
Dec,Trucks,,-26,53,5,237,-172,-31,-29,34,-78,98,-66,-27,-17,8,-3,115,-94,39,-46,26,-51,16,-7,28,-4,-34,,-2,-4
