month,crossingType,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Nov,Trucks,,11,-33,55,246,-181,-112,-31,-14,0,5,-41,-5,36,-19,27,166,-176,27,-59,13,13,-15,-18,30,-3,-14,-1,9,-15
Dec,Bus Passengers,,61,-84,0,0,0,0,0,0,0,0,0,38,-38,0,0,0,0,0,0,0,0,,,,,,,,
Dec,Buses,,1,-2,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,,,,,,,,
Dec,Pedestrians,,0,0,0,0,0,0,0,0,0,0,0,0,799,-799,0,0,1,-1,0,0,0,,,,,,,,
Dec,Personal Vehicle Passengers,,608,-504,38,-174,21,24,-106,12,162,-105,413,-489,228,56,352,-212,53,144,-455,78,-28,152,-106,-851,263,127,121,-130,-432
Dec,Personal Vehicles,,252,-222,91,-165,38,24,-43,-18,68,-24,87,-148,87,-14,167,-102,33,31,-65,413,-446,39,-9,-345,109,26,39,-30,-185
Dec,Rail Containers Empty,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Rail Containers Loaded,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Total,,1072,-832,127,-40,-132,-18,-323,-39,253,-55,335,-577,1161,-815,569,198,-395,118,-591,503,-390,110,-123,-1113,320,166,140,-163,-660
Dec,Train Passengers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Trains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Dec,Truck Containers Empty,,5,1,-1,2,11,-10,-8,0,2,2,-4,0,8,-2,4,1,-7,-4,0,0,31,-26,-1,37,-24,11,-12,1,-17
Dec,Truck Containers Loaded,,127,-18,-14,168,-104,-23,-136,0,50,37,-87,0,53,-31,21,257,-234,-66,0,0,33,-23,-2,6,-2,-6,3,-3,-6
Dec,Trucks,,18,-3,13,129,-98,-33,-30,-33,-29,35,-74,21,25,-25,25,254,-241,14,-71,12,20,-32,-5,40,-26,8,-11,-1,-20
