month,crossingType,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Jan,Bus Passengers,,,,,,,-100,,,,,,,,,,,,,,,,,-100,,,,,,
Jan,Buses,,,,,,,-100,,,,,,,,,,,,,,,,,-100,,,,,,
Jan,Pedestrians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Personal Vehicle Passengers,,-5.906593,-13.430657,-18.549747,118.63354,-29.734848,-30.188679,5.405405,-1.282051,17.810761,-3.937008,20,-5.737705,-3.623188,-17.142857,41.016334,14.157014,-25.366404,17.522659,-7.583548,-15.716273,5.940594,-2.647975,-13.6,2.222222,-90.217391,87.037037,200,9.240924,6.94864
Jan,Personal Vehicles,,-15.521628,-20.481928,-2.272727,76.744186,-34.649123,-21.812081,10.300429,7.003891,-5.454545,11.153846,8.304498,1.916933,26.959248,-33.333333,22.592593,11.178248,-19.565217,14.527027,100,-82.0059,178.688525,-22.352941,1.515152,8.955224,-83.90411,27.659574,143.333333,16.438356,-0.588235
Jan,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Total,,7.36342,-21.60767,-7.52587,84.537131,16.207277,-51.280835,-2.531646,-12.087912,12.045455,6.288032,15.935115,-14.814815,8.502415,-13.446126,20.679012,13.384484,18.571429,-10.589727,7.234043,-50,47.222222,-9.433962,-15.575397,4.700353,-77.665544,0.502513,166,0.18797,10.318949
Jan,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Truck Containers Empty,,,-40,100,50,0,-100,,-100,,25,-40,-100,,,-45.454545,-58.333333,-20,25,-100,,,18.181818,-65.384615,55.555556,121.428571,-67.741935,210,-74.193548,162.5
Jan,Truck Containers Loaded,,,-35.294118,7.272727,11.864407,282.575758,-72.673267,-29.710145,-100,,71.428571,11.111111,-100,,,-64.814815,57.894737,913.333333,-53.947368,-85,-100,,-66.666667,-16.666667,-20,100,-50,8.333333,-23.076923,40
Jan,Trucks,,15.492958,-43.292683,26.88172,36.440678,219.254658,-73.151751,-28.26087,-33.333333,-31.818182,60,20.833333,-70.114943,103.846154,41.509434,-54.666667,17.647059,677.5,-52.411576,-36.486486,-70.212766,96.428571,-36.363636,-45.714286,10.526316,104.761905,-60.465116,129.411765,-64.102564,114.285714
Feb,Bus Passengers,,,,,,,-100,,-100,,,,-100,,,,,,,,,,-100,,,,,,,
Feb,Buses,,,,,,,-100,,-100,,,,-100,,,,,,,,,,-100,,,,,,,
Feb,Pedestrians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb,Personal Vehicle Passengers,,29.419525,-18.960245,-11.949686,23.714286,13.972286,-41.54002,-14.211438,6.666667,27.840909,-15.555556,4.561404,37.583893,11.707317,12.227074,8.365759,8.348294,-13.753107,-16.042267,4.462243,-34.501643,40.468227,-20.595238,-5.097451,12.480253,-94.101124,526.190476,42.205323,23.262032,-14.099783
Feb,Personal Vehicles,,37.837838,-16.421569,-19.354839,32,-1.652893,-30.532213,-20.967742,41.326531,-0.361011,-15.57971,9.44206,148.627451,-19.55836,-28.627451,7.142857,14.102564,-9.213483,-13.861386,50.287356,-46.462715,26.071429,-20.396601,6.405694,19.397993,-89.915966,261.111111,23.846154,20.496894,-9.793814
Feb,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb,Total,,51.202749,-21.306818,-14.151625,32.800673,45.028499,-53.580786,-9.219191,-5.07772,14.19214,-8.221797,10.416667,40.188679,1.2786,4.651163,0.825397,14.105793,0.993377,-28.63388,15.007657,-40.079893,45.444444,-23.453018,-2.39521,11.860941,-83.180987,149.456522,32.679739,19.047619,-16.275862
Feb,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb,Truck Containers Empty,,,100,-50,400,40,-92.857143,100,-100,,40,-57.142857,-100,,266.666667,54.545455,-47.058824,-100,,-100,,,-9.52381,-68.421053,-16.666667,620,-47.222222,52.631579,-3.448276,-60.714286
Feb,Truck Containers Loaded,,,-34.104046,-11.403509,63.366337,167.272727,-73.24263,1.694915,-100,,65.116279,19.71831,-100,,203.846154,-68.35443,176,-100,,-100,,,-37.5,100,-50,120,-22.727273,-41.176471,-10,0
Feb,Trucks,,78.181818,-33.163265,-15.267176,57.657658,159.428571,-73.788546,0.840336,-7.5,-57.657658,68.085106,5.063291,-61.445783,56.25,86,-54.83871,95.238095,369.512195,-89.090909,57.142857,-66.666667,31.818182,-13.793103,-20,-50,380,-37.5,16.666667,-5.714286,-51.515152
Mar,Bus Passengers,,-100,,20.689655,-100,,140.625,-15.584416,-100,,,,,,-100,,,,,,,,,,,,,,,
Mar,Buses,,-100,,300,-100,,100,0,-100,,,,,,-100,,,,,,-100,,,,,,,,,
Mar,Pedestrians,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,
Mar,Personal Vehicle Passengers,,6.584992,-7.183908,206.656347,-50.681474,-3.377687,-22.351695,-7.230559,-20.441176,31.42329,-19.54993,-9.79021,88.953488,-38.564103,135.392321,-45.035461,5.032258,-7.125307,-17.460317,-7.852564,8,-12.399356,11.029412,-9.10596,-51.730419,-81.886792,297.916667,63.874346,41.853035,-40.315315
Mar,Personal Vehicles,,1.052632,-7.986111,1.132075,69.776119,-37.142857,2.447552,1.023891,21.959459,-17.728532,-9.090909,-1.851852,36.981132,-23.140496,18.637993,-7.250755,23.452769,-7.915567,-13.180516,35.643564,-15.815085,7.225434,-23.719677,4.59364,-52.364865,-69.503546,200,13.953488,32.653061,-29.74359
Mar,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar,Total,,12.580944,7.395234,102.295333,-30.937973,20.208105,-40.774487,-0.538462,-19.33488,8.341323,-16.814159,-4.787234,55.75419,-25.681492,81.370656,-32.410857,2.677165,49.003067,-47.967061,18.10089,-17.252931,15.080972,-13.808267,-7.346939,-52.973568,-60.421546,137.869822,35.820896,35.897436,-39.3531
Mar,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar,Truck Containers Empty,,,175,-81.818182,1100,-50,-75,600,-100,,-11.111111,62.5,-100,,0,-25,0,83.333333,-100,,-100,,123.529412,-76.315789,-33.333333,316.666667,28,15.625,8.108108,-62.5
Mar,Truck Containers Loaded,,,98.947368,-5.291005,-6.703911,171.856287,-79.515419,11.827957,-100,,-19.607843,24.390244,-100,,15.686275,37.288136,-43.209877,776.086957,-100,,-100,,-90.243902,100,-75,166.666667,-37.5,-40,150,-20
Mar,Trucks,,32.673267,23.880597,5.421687,16,129.55665,-78.755365,26.262626,12.8,-56.028369,-20.967742,2.040816,12,5.357143,20.338983,42.253521,-41.584158,618.644068,-80.188679,13.095238,-77.894737,290.47619,-47.560976,-30.232558,-70,288.888889,14.285714,7.5,11.627907,-56.25
Apr,Bus Passengers,,,,,-100,,-100,,,,,,-100,,,4.166667,-100,,-26.415094,-100,,-100,,,,,,,,
Apr,Buses,,,,,-100,,-100,,,,,,-100,,,-50,-100,,0,-100,,-100,,,-100,,,,,
Apr,Pedestrians,,,,,,,,,,,,-100,,,,,,-100,,,,,,,,,,,,
Apr,Personal Vehicle Passengers,,3.797468,-23.170732,39.329806,2.025316,-20.471464,-14.664587,24.680073,-2.932551,-19.033233,-17.537313,31.674208,1.718213,44.256757,39.227166,-5.29857,-9.946714,-15.088757,0.464576,-1.50289,-32.86385,39.51049,-2.130326,-11.267606,-93.073593,-27.083333,971.428571,-13.6,37.345679,-32.359551
Apr,Personal Vehicles,,-9.855072,-22.829582,35.833333,3.680982,-18.934911,68.978102,-36.717063,-2.730375,-17.192982,34.322034,-18.29653,3.474903,-5.223881,87.795276,-6.289308,-5.145414,-13.915094,-1.643836,6.685237,-18.537859,62.179487,-32.213439,-2.332362,-87.462687,-19.047619,491.176471,-23.880597,40.522876,-32.093023
Apr,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr,Total,,3.108415,-9.926471,27.918367,7.91321,20.402129,-28.880157,-10.013812,-22.256332,-11.747285,-7.158837,20.361446,-6.306306,28.846154,62.354892,-9.703779,-7.070136,-6.999391,-7.460733,-5.586987,-27.865169,50.571132,-17.586207,-9.205021,-90.599078,114.705882,174.429224,-13.311148,35.892514,-31.779661
Apr,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr,Truck Containers Empty,,,28.571429,-100,,0,-14.285714,133.333333,-100,,-20,75,-100,,-50,77.777778,-50,-100,,150,-100,,123.076923,-51.724138,-100,,-87.5,50,50,0
Apr,Truck Containers Loaded,,,21.472393,4.545455,22.222222,94.86166,-56.795132,-29.577465,-100,,-50,69.230769,-100,,358.333333,-49.090909,64.285714,-100,,-46.376812,-100,,-89.473684,112.5,-52.941176,75,-57.142857,83.333333,-27.272727,-100
Apr,Trucks,,-46.387833,49.64539,-1.421801,37.980769,74.216028,-56.2,-25.114155,-59.756098,-9.090909,-43.333333,70.588235,31.034483,-26.315789,119.642857,-41.463415,44.444444,138.461538,-68.951613,-31.168831,-18.867925,32.55814,-40.350877,-26.470588,-84,1700,-84.722222,90.909091,4.761905,-18.181818
May,Bus Passengers,,-100,,0,-100,,17.073171,-100,,,,,105.555556,-100,,,,,,-100,,,,-100,,,,,,
May,Buses,,-100,,0,-100,,0,-100,,,,,100,-100,,,,,,-100,,,,-100,,,,,,
May,Pedestrians,,,,,,,-100,,,,,,,,,,,0,-100,,-100,,,,,,,,,
May,Personal Vehicle Passengers,,22.503329,-3.26087,-17.303371,33.559783,-21.261445,-23.77261,26.271186,3.355705,-15.194805,23.7366,-10.024752,14.442916,14.903846,-5.125523,-0.551268,8.536585,-5.005107,6.021505,-16.227181,-0.605327,1.339829,0.120192,1.080432,-89.429929,-46.067416,585.416667,41.337386,57.204301,-33.78933
May,Personal Vehicles,,81.327801,-12.585812,-11.256545,34.218289,-25.274725,-22.647059,14.828897,1.655629,-0.977199,20.065789,-2.191781,6.162465,14.511873,-3.686636,-4.784689,3.517588,7.76699,-21.171171,36.571429,64.225941,-51.082803,2.34375,1.78117,-84.25,-38.095238,328.205128,43.113772,35.146444,-28.482972
May,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,Total,,37.172775,-15.103599,-10.789981,23.686105,-3.667055,-24.652568,4.89174,-14.449541,-3.038427,17.880184,-8.444097,16.396243,8.804109,-3.236682,2.648084,0,20.773931,-17.088252,-8.745763,20.430906,-21.221468,2.349256,-0.994644,-87.63524,-8.125,268.027211,36.968577,50.067476,-33.723022
May,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,Truck Containers Empty,,,-60,50,-33.333333,0,-66.666667,450,-100,,9.52381,-56.521739,-100,,68.75,-22.222222,14.285714,-16.666667,-35,-100,,,25,60,-93.75,2100,-45.454545,-41.666667,314.285714,-72.413793
May,Truck Containers Loaded,,,-47.706422,28.947368,-8.843537,84.328358,-30.364372,-51.162791,-100,,-30.232558,-56.666667,-100,,16.666667,125,-76.190476,1100,-87.222222,-100,,,-21.428571,-40.909091,-69.230769,150,40,-14.285714,-100,
May,Trucks,,-23.028391,-37.704918,-4.605263,-3.448276,73.571429,-29.62963,-2.923977,-74.698795,52.380952,-17.1875,-49.056604,181.481481,-30.263158,3.773585,61.818182,-52.808989,385.714286,-81.862745,10.810811,-63.414634,66.666667,-8,0,-86.956522,833.333333,-32.142857,-5.263158,61.111111,-51.724138
