year,month,crossingType,numberOfCrossings
1999,Sep,Rail Containers Empty,0
1999,Sep,Truck Containers Loaded,1194
1999,Oct,Trains,0
1999,Oct,Truck Containers Loaded,1617
1999,Oct,Buses,9
1999,Oct,Rail Containers Empty,0
1999,Oct,Trucks,1501
1999,Oct,Train Passengers,0
1999,Oct,Rail Containers Loaded,0
1999,Oct,Pedestrians,0
1999,Oct,Truck Containers Empty,91
1999,Oct,Personal Vehicles,2575
1999,Oct,Personal Vehicle Passengers,7210
1999,Oct,Bus Passengers,185
1999,Nov,Personal Vehicle Passengers,6902
1999,Nov,Bus Passengers,85
1999,Nov,Truck Containers Empty,104
1999,Nov,Train Passengers,0
1999,Nov,Personal Vehicles,2465
1999,Nov,Trucks,1407
1999,Nov,Truck Containers Loaded,1150
1999,Nov,Buses,5
1999,Nov,Trains,0
1999,Nov,Rail Containers Loaded,0
1999,Nov,Rail Containers Empty,0
1999,Nov,Pedestrians,0
1999,Dec,Buses,2
1999,Dec,Truck Containers Empty,65
1999,Dec,Pedestrians,0
1999,Dec,Trucks,1339
1999,Dec,Bus Passengers,19
1999,Dec,Rail Containers Loaded,0
1999,Dec,Train Passengers,0
1999,Dec,Personal Vehicle Passengers,5571
1999,Dec,Trains,0
1999,Dec,Rail Containers Empty,0
1999,Dec,Personal Vehicles,1989
1999,Dec,Truck Containers Loaded,1160
2000,Jan,Trains,0
2000,Jan,Pedestrians,0
2000,Jan,Bus Passengers,37
2000,Jan,Rail Containers Empty,0
2000,Jan,Buses,2
2000,Jan,Truck Containers Loaded,1083
2000,Jan,Train Passengers,0
2000,Jan,Personal Vehicle Passengers,5998
2000,Jan,Rail Containers Loaded,0
2000,Jan,Personal Vehicles,2142
2000,Jan,Truck Containers Empty,106
2000,Jan,Trucks,1080
2000,Feb,Bus Passengers,90
2000,Feb,Rail Containers Loaded,0
2000,Feb,Train Passengers,0
2000,Feb,Truck Containers Empty,75
2000,Feb,Personal Vehicle Passengers,5093
2000,Feb,Trains,0
2000,Feb,Pedestrians,0
2000,Feb,Buses,5
2000,Feb,Personal Vehicles,1818
2000,Feb,Rail Containers Empty,0
2000,Feb,Trucks,1332
2000,Feb,Truck Containers Loaded,939
2000,Mar,Personal Vehicle Passengers,4943
2000,Mar,Truck Containers Empty,72
2000,Mar,Personal Vehicles,1765
2000,Mar,Trains,0
2000,Mar,Train Passengers,0
2000,Mar,Rail Containers Empty,0
2000,Mar,Rail Containers Loaded,0
2000,Mar,Truck Containers Loaded,725
2000,Mar,Trucks,1454
2000,Mar,Pedestrians,0
2000,Mar,Bus Passengers,209
2000,Mar,Buses,7
2000,Apr,Rail Containers Empty,0
2000,Apr,Truck Containers Loaded,1838
2000,Apr,Truck Containers Empty,180
2000,Apr,Train Passengers,0
2000,Apr,Buses,8
2000,Apr,Bus Passengers,161
2000,Apr,Trucks,2037
2000,Apr,Personal Vehicle Passengers,246
2000,Apr,Rail Containers Loaded,0
2000,Apr,Personal Vehicles,2199
2000,Apr,Pedestrians,0
2000,Apr,Trains,0
2000,May,Rail Containers Empty,0
2000,May,Pedestrians,0
2000,May,Truck Containers Empty,176
2000,May,Personal Vehicle Passengers,6674
2000,May,Buses,20
2000,May,Rail Containers Loaded,0
2000,May,Bus Passengers,539
2000,May,Train Passengers,0
2000,May,Trains,0
2000,May,Personal Vehicles,2364
2000,May,Trucks,2051
2000,May,Truck Containers Loaded,1770
2000,Jun,Personal Vehicle Passengers,9702
2000,Jun,Rail Containers Empty,0
2000,Jun,Train Passengers,0
2000,Jun,Pedestrians,0
2000,Jun,Buses,25
2000,Jun,Truck Containers Loaded,1116
2000,Jun,Truck Containers Empty,141
2000,Jun,Trains,0
2000,Jun,Bus Passengers,508
2000,Jun,Trucks,1332
2000,Jun,Personal Vehicles,3465
2000,Jun,Rail Containers Loaded,0
2000,Jul,Trains,0
2000,Jul,Trucks,1281
2000,Jul,Personal Vehicle Passengers,10080
2000,Jul,Personal Vehicles,3600
2000,Jul,Buses,12
2000,Jul,Bus Passengers,292
2000,Jul,Truck Containers Loaded,1158
2000,Jul,Train Passengers,0
2000,Jul,Pedestrians,0
2000,Jul,Rail Containers Empty,0
2000,Jul,Truck Containers Empty,61
2000,Jul,Rail Containers Loaded,0
2000,Aug,Truck Containers Loaded,1319
2000,Aug,Personal Vehicle Passengers,11158
2000,Aug,Pedestrians,0
2000,Aug,Train Passengers,0
2000,Aug,Trains,0
2000,Aug,Bus Passengers,96
2000,Aug,Truck Containers Empty,93
2000,Aug,Rail Containers Loaded,0
2000,Aug,Personal Vehicles,3985
2000,Aug,Rail Containers Empty,0
2000,Aug,Buses,6
2000,Aug,Trucks,1510
2000,Sep,Personal Vehicle Passengers,4546
2000,Sep,Personal Vehicles,2841
2000,Sep,Pedestrians,0
2000,Sep,Bus Passengers,20
2000,Sep,Truck Containers Loaded,1313
2000,Sep,Trains,0
2000,Sep,Truck Containers Empty,92
2000,Sep,Rail Containers Empty,0
2000,Sep,Train Passengers,0
2000,Sep,Trucks,1399
2000,Sep,Buses,2
2000,Sep,Rail Containers Loaded,0
2000,Oct,Trains,0
2000,Oct,Rail Containers Empty,0
2000,Oct,Rail Containers Loaded,0
2000,Oct,Personal Vehicles,2662
2000,Oct,Truck Containers Empty,123
2000,Oct,Personal Vehicle Passengers,4259
2000,Oct,Buses,11
2000,Oct,Truck Containers Loaded,1737
2000,Oct,Trucks,1867
2000,Oct,Train Passengers,0
2000,Oct,Bus Passengers,211
2000,Oct,Pedestrians,0
2000,Nov,Truck Containers Loaded,1170
2000,Nov,Truck Containers Empty,64
2000,Nov,Pedestrians,0
2000,Nov,Trucks,1215
2000,Nov,Rail Containers Empty,0
2000,Nov,Train Passengers,0
2000,Nov,Bus Passengers,156
2000,Nov,Personal Vehicle Passengers,3340
2000,Nov,Rail Containers Loaded,0
2000,Nov,Trains,0
2000,Nov,Buses,6
2000,Nov,Personal Vehicles,1583
2000,Dec,Rail Containers Loaded,0
2000,Dec,Trucks,1349
2000,Dec,Personal Vehicles,1575
2000,Dec,Train Passengers,0
2000,Dec,Trains,0
2000,Dec,Personal Vehicle Passengers,3465
2000,Dec,Truck Containers Empty,61
2000,Dec,Truck Containers Loaded,1316
2000,Dec,Rail Containers Empty,0
2000,Dec,Bus Passengers,13
2000,Dec,Buses,1
2000,Dec,Pedestrians,0
2001,Jan,Truck Containers Empty,97
2001,Jan,Personal Vehicles,1628
2001,Jan,Personal Vehicle Passengers,3744
2001,Jan,Rail Containers Empty,0
2001,Jan,Trucks,1504
2001,Jan,Trains,0
2001,Jan,Rail Containers Loaded,0
2001,Jan,Truck Containers Loaded,1452
2001,Jan,Buses,3
2001,Jan,Pedestrians,0
2001,Jan,Bus Passengers,50
2001,Jan,Train Passengers,0
2001,Feb,Rail Containers Empty,0
2001,Feb,Bus Passengers,282
2001,Feb,Trains,0
2001,Feb,Truck Containers Empty,72
2001,Feb,Trucks,1312
2001,Feb,Truck Containers Loaded,1214
2001,Feb,Pedestrians,0
2001,Feb,Personal Vehicle Passengers,3907
