year,month,crossingType,numberOfCrossings
1996,Jan,Rail Containers Empty,0
1996,Jan,Trucks,13
1996,Jan,Truck Containers Empty,0
1996,Jan,Trains,0
1996,Jan,Personal Vehicles,336
1996,Jan,Buses,0
1996,Jan,Bus Passengers,0
1996,Jan,Train Passengers,0
1996,Jan,Rail Containers Loaded,0
1996,Jan,Pedestrians,0
1996,Jan,Personal Vehicle Passengers,547
1996,Jan,Truck Containers Loaded,0
1996,Feb,Train Passengers,0
1996,Feb,Rail Containers Empty,0
1996,Feb,Buses,0
1996,Feb,Personal Vehicle Passengers,785
1996,Feb,Truck Containers Empty,0
1996,Feb,Trucks,29
1996,Feb,Pedestrians,0
1996,Feb,Trains,0
1996,Feb,Truck Containers Loaded,0
1996,Feb,Rail Containers Loaded,0
1996,Feb,Personal Vehicles,526
1996,Feb,Bus Passengers,0
1996,Mar,Trucks,32
1996,Mar,Personal Vehicle Passengers,1005
1996,Mar,Buses,0
1996,Mar,Pedestrians,0
1996,Mar,Rail Containers Empty,0
1996,Mar,Bus Passengers,0
1996,Mar,Truck Containers Empty,0
1996,Mar,Trains,0
1996,Mar,Rail Containers Loaded,0
1996,Mar,Train Passengers,0
1996,Mar,Personal Vehicles,495
1996,Mar,Truck Containers Loaded,0
1996,Apr,Truck Containers Loaded,0
1996,Apr,Train Passengers,0
1996,Apr,Trucks,38
1996,Apr,Rail Containers Empty,0
1996,Apr,Bus Passengers,12
1996,Apr,Rail Containers Loaded,0
1996,Apr,Pedestrians,10
1996,Apr,Truck Containers Empty,0
1996,Apr,Personal Vehicles,532
1996,Apr,Trains,0
1996,Apr,Personal Vehicle Passengers,1077
1996,Apr,Buses,1
1996,May,Rail Containers Empty,0
1996,May,Trucks,123
1996,May,Bus Passengers,0
1996,May,Personal Vehicle Passengers,1113
1996,May,Trains,0
1996,May,Personal Vehicles,542
1996,May,Train Passengers,0
1996,May,Pedestrians,10
1996,May,Buses,0
1996,May,Rail Containers Loaded,0
1996,May,Truck Containers Loaded,0
1996,May,Truck Containers Empty,0
1996,Jun,Rail Containers Loaded,0
1996,Jun,Buses,0
1996,Jun,Personal Vehicles,646
1996,Jun,Train Passengers,0
1996,Jun,Truck Containers Empty,0
1996,Jun,Pedestrians,15
1996,Jun,Rail Containers Empty,0
1996,Jun,Trains,0
1996,Jun,Trucks,57
1996,Jun,Personal Vehicle Passengers,1390
