month,crossingType,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Jan,Bus Passengers,,359.459459,-10.588235,-71.710526,-13.953488,35.135135,-100,,-95.744681,-100,,-100,,,,,,-42.857143,416.666667,-100,,,,,,-100,,,-100,
Jan,Buses,,25,20,-50,-33.333333,50,-100,,0,-100,,-100,,,,-100,,0,100,-100,,,,,,-100,,,-100,
Jan,Pedestrians,,,,,,,,,,,,,,,,,,,,,,-19.607843,65.853659,-36.764706,0,-44.186047,79.166667,4.651163,8.888889,-28.571429
Jan,Personal Vehicle Passengers,,-10.145539,49.71831,-8.278457,2.529915,-37.579193,-1.362179,-7.175738,-7.584597,-7.92298,44.394926,-26.163343,27.459807,-6.458123,-2.184466,-26.330301,8.532934,-3.724138,12.571633,-6.23608,7.60095,-7.127089,7.470289,-12.164297,8.201439,-92.586436,378.923767,93.726592,5.993233,-5.107159
Jan,Personal Vehicles,,-18.625498,39.840881,-9.277899,3.328509,-23.996265,-9.275184,-7.17671,-7.804522,-7.990506,5.417025,-0.244698,30.98937,-20.848939,-2.760252,8.353609,25.973054,-9.744504,9.809085,-5.57554,9.84127,-7.976879,3.957286,-10.151057,2.958978,-88.634879,251.149425,87.234043,-0.437063,-0.175593
Jan,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Total People,,-10.639552,45.366095,-9.63131,2.648757,-33.692063,-4.647731,-6.266925,-8.501857,-7.983762,34.558824,-21.074681,28.456035,-10.600072,-2.33119,-17.530864,14.870259,-6.103388,12.722646,-7.202955,9.509067,-7.552504,6.771516,-11.824877,6.705336,-90.845836,309.026128,91.753775,2.392489,-3.785862
Jan,Total Vehicles,,4.270987,18.926554,-22.604909,16.163683,34.56627,-9.849476,-0.181488,-19.6,21.393035,-48.695976,51.198257,17.963497,-7.084691,-30.324277,17.232704,36.158798,44.129236,-22.936031,-5.143668,-29.955123,50.827549,34.230088,-0.843882,20.718085,-39.413968,-13.381818,24.055416,19.018613,-10.065397
Jan,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Truck Containers Empty,,-21.978022,104.225352,-78.62069,241.935484,-8.490566,42.268041,-39.130435,-70.238095,176,-100,,40,-40.394089,4.132231,107.142857,80.842912,20.762712,-22.280702,-27.088036,25.696594,-34.975369,-32.954545,28.813559,158.333333,-28.862479,-54.653938,42.631579,23.247232,-35.02994
Jan,Truck Containers Loaded,,17.667845,24.124124,-25.16129,16.702586,34.072022,-16.804408,5.215232,-19.984264,11.504425,-100,,14.587973,-2.040816,-35.019841,1.068702,23.564955,52.933985,-23.900879,3.256303,-45.879959,148.120301,48.409091,-5.972435,5.917481,-45.361353,2.157598,22.222222,39.143501,-3.617711
Jan,Trucks,,-4.025618,8.198284,-12.511013,8.761329,39.259259,-6.316489,-1.064585,-16.212339,26.797945,-7.157326,-24.436364,17.805582,-5.800654,-30.008673,16.604709,32.518597,47.23336,-22.54902,-3.797468,-31.652047,32.727273,33.440774,2.05314,18.224852,-36.686687,-12.806324,22.574796,-1.553254,-12.772352
Feb,Bus Passengers,,82.840237,-94.174757,750,-41.176471,213.333333,-59.219858,88.695652,-42.857143,166.935484,-54.984894,-100,,,-100,,,450,-100,,-100,,,-100,,-100,,,,
Feb,Buses,,0,-77.777778,150,0,100,-30,14.285714,-37.5,100,-60,-100,,,0,-100,,50,-100,,-100,,,-100,,-100,,,,
Feb,Pedestrians,,-100,,,,,,,,,,,,,,,,,,,,-10,8.333333,-20.512821,190.322581,-88.888889,370,10.638298,11.538462,-24.137931
Feb,Personal Vehicle Passengers,,67.182831,-6.483588,23.874891,-28.559405,-23.286864,-5.349373,-12.709573,-7.775713,4.635539,-5.489567,-100,,-9.243283,2.960348,-28.594039,27.853713,-9.043629,-0.635324,-2.461637,-1.343822,1.328904,4.754098,-13.646322,6.524103,-94.896223,624.666667,86.844526,35.105859,-27.806122
Feb,Personal Vehicles,,43.745907,-6.788155,24.437928,-28.593873,-10.451045,-9.336609,-12.601626,-7.906977,5.218855,-11.68,97.101449,-36.948529,-11.151603,2.707137,3.514377,43.441358,-17.590102,-0.78329,-4.013158,4.249486,0.52597,-0.130804,-11.722331,7.195846,-91.072664,327.131783,84.029038,29.684418,-20.608365
Feb,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb,Total People,,60.989215,-9.69046,25.693823,-28.764754,-16.91187,-9.076844,-10.47457,-9.419219,9.489391,-10.626065,-48.153443,149.494485,-9.044023,2.126367,-20.622645,33.39995,-10.299625,-2.964509,-2.646299,1.016575,0.96259,4.918743,-14.539447,8.844853,-93.583481,483.044983,83.79822,32.935098,-25.455429
Feb,Total Vehicles,,-0.672753,25.399129,-2.391975,-7.075099,10.931519,-22.73773,4.962779,17.683215,8.758538,-49.538234,81.625183,4.514309,-20.092557,3.040541,-9.133489,35.876289,33.801214,-29.231642,-11.81891,12.494321,-12.681745,50.323774,-11.046154,19.2321,-30.635335,20.326223,-9.454293,10.479846,14.836692
Feb,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb,Truck Containers Empty,,-49.494949,102,-42.574257,29.310345,-4,8.333333,-1.282051,-55.844156,123.529412,-92.105263,2066.666667,42.307692,-48.108108,77.083333,34.117647,108.333333,10.315789,-42.938931,-5.351171,36.749117,-41.085271,-27.192982,13.253012,128.723404,-33.255814,-47.38676,50.331126,-25.991189,1.190476
Feb,Truck Containers Loaded,,-7.297605,33.579336,1.657459,-14.945652,29.286475,-24.382208,6.427015,20.470829,10.025489,-92.509653,821.649485,25.838926,-16.355556,-0.743889,-20.342612,18.010753,40.888383,-23.282134,-13.909378,4.161567,16.333725,65.353535,-14.477703,1.571429,-32.208158,45.643154,-14.031339,37.613919,15.833835
Feb,Trucks,,9.032847,17.405858,-2.851033,-2.274395,-1.501502,-22.865854,4.051383,20.892688,4.163394,-5.05279,15.726767,-11.942347,-19.407638,-0.386847,-6.019417,32.334711,37.626854,-29.211571,-11.858974,12.545455,-23.747981,53.072034,-9.82699,22.333078,-28.481807,15.964912,-11.422088,-10.418446,15.443279
Mar,Bus Passengers,,-39.088729,-6.692913,-8.860759,-3.240741,67.464115,-42.571429,23.383085,-2.822581,-19.087137,-15.384615,-66.060606,158.928571,-11.034483,-100,,,53.571429,25.581395,124.074074,-100,,,,-100,,,,,21.621622
Mar,Buses,,-50,37.5,27.272727,-50,100,-42.857143,-12.5,-28.571429,20,0,-66.666667,150,0,-40,-100,,-50,100,50,-100,,,,-100,,,,,0
Mar,Pedestrians,,,,,,,,,,,,,,-100,,,,,,,,-47.761194,31.428571,8.695652,72,-100,,30.508475,58.441558,-55.737705
Mar,Personal Vehicle Passengers,,9.521803,-14.233506,21.776183,-8.968692,-27.736193,15.285554,-21.05391,1.599508,18.589161,14.066888,-22.269472,57.759862,-24.621281,7.748184,-34.292135,14.97948,-8.35812,-6.394028,8.807212,10.611855,-4.868914,-0.90854,-5.409535,-46.882068,-86.374696,387.5,102.289377,35.808058,-29.866667
Mar,Personal Vehicles,,-8.767657,-15.00267,24.057789,-10.632911,6.515581,-12.393617,-21.190043,1.386749,19.300912,-18.726115,8.855799,33.405328,-26.065839,3.357664,-4.449153,24.685883,-14.107884,5.383023,6.090373,7.283951,-3.567319,-5.131265,0.062893,-49.088624,-76.049383,210.309278,93.189369,22.184007,-22.800844
Mar,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar,Total People,,1.510323,-14.168714,21.199109,-9.237633,-16.119705,2.826612,-19.594368,1.313321,16.91358,3.995072,-16.771027,52.05368,-24.725863,4.210339,-27.088305,18.7047,-9.927122,-2.361688,9.272116,8.136913,-4.984837,-2.094554,-2.95436,-46.672265,-83.543307,319.37799,96.748431,32.792114,-27.947598
Mar,Total Vehicles,,-15.260592,2.654867,21.293103,-19.758351,46.058459,-30.230443,27.249022,22.540984,-9.085842,11.741263,13.141289,-19.131911,-42.638681,21.380031,-9.560724,54.428571,0.616713,9.071407,-11.491992,-39.904762,41.204437,20.127198,5.761445,20.81861,-21.009018,-11.447084,6.689895,2.808622,18.64676
Mar,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar,Truck Containers Empty,,-25.581395,19.791667,-52.173913,30.909091,66.666667,-12.5,-20.952381,-3.614458,-31.25,169.090909,30.405405,-4.663212,-54.891304,100,27.108434,148.341232,11.641221,-2.735043,-48.330404,-58.503401,95.081967,-34.87395,34.83871,172.727273,-37.719298,-50.704225,45.142857,53.543307,-52.307692
Mar,Truck Containers Loaded,,-19.417476,8.804449,27.768313,-51.666667,111.586207,-30.443286,29.053421,22.730574,-11.005917,13.56383,7.142857,-15.57377,-47.76699,20.446097,-13.683128,27.890346,-2.516309,15.583174,-1.406121,-68.791946,241.935484,28.694969,0.671961,-1.63835,-13.386798,-2.065527,-4,16.742424,42.504867
Mar,Trucks,,-8.96027,-5.292479,22.058824,16.787149,12.104539,-31.226994,30.330062,24.093087,-6.398235,5.067767,17.722939,-23.725584,-36.414741,16.011788,-11.092295,56.571429,-0.790754,9.074188,-6.63294,-15.77363,-16.869192,22.012038,8.386187,24.317295,-22.48954,-10.931174,12.727273,-18.27957,11.184211
Apr,Bus Passengers,,38.879159,-31.651955,-25.092251,-60.344828,67.080745,-57.992565,97.345133,-30.941704,-35.714286,172.727273,-99.62963,2900,96.666667,16.949153,-18.84058,316.071429,-100,,-81.355932,-100,,,,,,,,304.166667,70.103093
Apr,Buses,,47.619048,-29.032258,-18.181818,-55.555556,75,-71.428571,75,-14.285714,166.666667,-50,-50,-75,100,0,0,100,-100,,-50,-100,,,,,,,,100,100
