port,year,count,changeYoY,pctChangeYoY
Raymond,1996,5777,,
Raymond,1997,14642,8865,153
Raymond,1998,17116,2474,17
Raymond,1999,17058,-58,0
Raymond,2000,16728,-330,-2
Raymond,2001,21197,4469,27
Raymond,2002,17444,-3753,-18
Raymond,2003,17055,-389,-2
Raymond,2004,20317,3262,19
Raymond,2005,14347,-5970,-29
Raymond,2006,15773,1426,10
Raymond,2007,19168,3395,22
Raymond,2008,15740,-3428,-18
Raymond,2009,10533,-5207,-33
Raymond,2010,9956,-577,-5
Raymond,2011,15104,5148,52
Raymond,2012,19055,3951,26
Raymond,2013,18287,-768,-4
Raymond,2014,18252,-35,0
Raymond,2015,14592,-3660,-20
Raymond,2016,11444,-3148,-22
Raymond,2017,22804,11360,99
Raymond,2018,21589,-1215,-5
Raymond,2019,22377,788,4
Raymond,2020,20172,-2205,-10
Raymond,2021,19771,-401,-2
Raymond,2022,17442,-2329,-12
Raymond,2023,20612,3170,18
Raymond,2024,25693,5081,25
Raymond,2025,18901,-6792,-26
