port,year,count,changeYoY,pctChangeYoY
Piegan,1996,376504,,
Piegan,1997,443685,67181,18
Piegan,1998,474539,30854,7
Piegan,1999,549168,74629,16
Piegan,2000,307664,-241504,-44
Piegan,2001,386539,78875,26
Piegan,2002,358587,-27952,-7
Piegan,2003,341621,-16966,-5
Piegan,2004,314967,-26654,-8
Piegan,2005,302346,-12621,-4
Piegan,2006,289608,-12738,-4
Piegan,2007,343765,54157,19
Piegan,2008,313621,-30144,-9
Piegan,2009,206748,-106873,-34
Piegan,2010,246251,39503,19
Piegan,2011,254556,8305,3
Piegan,2012,273533,18977,7
Piegan,2013,266489,-7044,-3
Piegan,2014,265331,-1158,0
Piegan,2015,250739,-14592,-5
Piegan,2016,257467,6728,3
Piegan,2017,264509,7042,3
Piegan,2018,254896,-9613,-4
Piegan,2019,265988,11092,4
Piegan,2020,20976,-245012,-92
Piegan,2021,19244,-1732,-8
Piegan,2022,128077,108833,566
Piegan,2023,200749,72672,57
Piegan,2024,254003,53254,27
Piegan,2025,165267,-88736,-35
