month,crossingType,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Sep,Trucks,,77.142857,-29.032258,-18.181818,91.666667,-49.275362,48.571429,-100,,68,19.047619,-26,-83.783784,66.666667,-50,40,-28.571429,60,437.5,-93.023256,33.333333,450,-77.272727,-100,,,,,,-100
Oct,Bus Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct,Buses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct,Pedestrians,,,,,,,,,,,100,-100,,,,,,,,-100,,,,,,,,,,
Oct,Personal Vehicle Passengers,,-100,,23.684211,20.744681,-40.528634,-5.925926,2.362205,-30,14.285714,19.230769,6.451613,-14.393939,-13.274336,21.428571,74.789916,-44.230769,-6.034483,35.779817,-54.054054,39.705882,-22.105263,-47.297297,97.435897,-79.220779,-43.75,955.555556,1.052632,15.625,20.720721
Oct,Personal Vehicles,,-100,,1.265823,18.75,-26.315789,-10,14.285714,-43.055556,31.707317,0,18.518519,-15.625,-11.111111,4.166667,22,-6.557377,-14.035088,38.77551,-42.647059,0,2.564103,-40,62.5,-79.487179,-37.5,680,28.205128,-2,24.489796
Oct,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct,Total,,-100,,8.960573,48.355263,-32.372506,-21.639344,23.012552,-48.979592,55.333333,22.746781,8.041958,-41.423948,-13.812155,17.307692,67.213115,-37.908497,-11.578947,165.47619,-68.161435,-2.112676,3.597122,-39.583333,33.333333,-79.310345,-41.666667,871.428571,7.352941,10.958904,20.37037
Oct,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct,Truck Containers Empty,,,,,,,,,-100,,51.724138,-9.090909,-100,,,,,,,,-100,,,,,,,-100,,-100
Oct,Truck Containers Loaded,,,,,,-21.212121,-51.923077,-56,-100,,57.142857,45.454545,-56.25,-28.571429,60,287.5,-67.741935,-40,1716.666667,-88.990826,-100,,0,-100,,,,,,
Oct,Trucks,,-100,,-25,75,-23.809524,-50,91.666667,-60.869565,111.111111,34.210526,11.764706,-87.719298,-28.571429,20,0,16.666667,-42.857143,2875,-90.756303,-54.545455,180,-42.857143,-100,,,,-100,,-100
Nov,Bus Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov,Buses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov,Pedestrians,,,,,,,,,,-100,,-100,,,-100,,,,,,,,,,,-100,,-100,,
Nov,Personal Vehicle Passengers,,-100,,,27.906977,0,30,-100,,-40.522876,26.373626,59.130435,-31.693989,16.8,-33.561644,93.814433,44.680851,-68.75,16.470588,-14.141414,1.176471,-22.093023,25.373134,-26.190476,-96.774194,4250,14.942529,2,-51.960784,118.367347
Nov,Personal Vehicles,,-100,,,12.5,7.407407,12.068966,-100,,-29.787234,27.272727,100,-47.619048,34.090909,-32.20339,30,46.153846,-44.736842,16.666667,-30.612245,35.294118,-26.086957,26.470588,-46.511628,-91.304348,1800,-10.526316,41.176471,-41.666667,60.714286
Nov,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov,Total,,-100,,,95.652174,-2.857143,-8.496732,-85.357143,607.317073,-31.724138,20.707071,70.292887,-55.528256,24.861878,-35.840708,99.310345,25.259516,-59.392265,168.707483,-53.164557,-23.783784,-18.439716,12.173913,-34.108527,-94.117647,2400,8,11.111111,-48.666667,97.402597
Nov,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov,Truck Containers Empty,,,,,,,,,-52.941176,56.25,24,35.483871,-100,,,,-100,,,,-100,,,,,,,,,
Nov,Truck Containers Loaded,,,,,,-13.414634,-47.887324,-81.081081,271.428571,-53.846154,-33.333333,237.5,-81.481481,100,-60,925,-80.487805,62.5,853.846154,-82.258065,-100,,-85.714286,-100,,,,,,
Nov,Trucks,,-100,,,155.555556,-2.898551,-47.761194,-100,,-15.909091,5.405405,82.051282,-90.140845,42.857143,-60,75,-14.285714,16.666667,1657.142857,-82.113821,-59.090909,-22.222222,-85.714286,-100,,,,,,
Dec,Bus Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec,Buses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec,Pedestrians,,,,,,,,,,-50,-100,,,,,,,,,,,,,,,,0,-100,,
Dec,Personal Vehicle Passengers,,-17.573222,-100,,-4.487179,-20.134228,39.495798,-100,,21.487603,-53.061224,139.130435,-41.818182,9.375,11.428571,5.982906,-13.709677,-40.186916,51.5625,-10.309278,-5.747126,-23.170732,74.603175,-56.363636,-91.666667,3025,-15.2,-23.584906,30.864198,-100
Dec,Personal Vehicles,,-10.185185,-100,,23.333333,-25.675676,18.181818,-100,,-12.698413,-3.636364,35.849057,-44.444444,15,15.217391,-11.320755,12.765957,-33.962264,20,23.809524,-15.384615,-25,60.606061,-43.396226,-90,1266.666667,26.829268,-9.615385,-12.765957,-100
Dec,Rail Containers Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec,Rail Containers Loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec,Total,,-13.043478,-100,,29.213483,-24.637681,9.615385,-85.263158,540.47619,10.408922,-14.814815,24.110672,-52.866242,8.108108,13.125,3.867403,-10.638298,-33.333333,56.25,19.428571,-37.799043,-26.153846,69.791667,-52.147239,-91.025641,2285.714286,-4.790419,-19.496855,14.84375,-100
Dec,Train Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec,Trains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec,Truck Containers Empty,,,,,,,,,-21.875,4,50,-25.641026,-100,,,,,,,,-100,,,,,,,,,
Dec,Truck Containers Loaded,,,,,,-18.867925,-34.883721,-64.285714,60,18.75,36.842105,-65.384615,-33.333333,-16.666667,0,100,-60,75,157.142857,33.333333,-100,,,,,,,,,
Dec,Trucks,,4.545455,-100,,35.294118,-37.681159,-39.534884,-100,,16.666667,34.693878,-40.909091,-84.615385,-33.333333,50,16.666667,-42.857143,50,200,33.333333,-83.333333,-100,,,,,,,,
