year,month,crossingType,numberOfCrossings
2005,Jan,Truck Containers Loaded,0
2005,Jan,Buses,0
2005,Jan,Rail Containers Empty,0
2005,Jan,Trucks,0
2005,Jan,Personal Vehicles,0
2005,Jan,Pedestrians,0
2005,Jan,Truck Containers Empty,0
2005,Jan,Trains,0
2005,Jan,Rail Containers Loaded,0
2005,Jan,Personal Vehicle Passengers,0
2005,Jan,Train Passengers,0
2005,Jan,Bus Passengers,0
2005,Feb,Rail Containers Empty,0
2005,Feb,Bus Passengers,0
2005,Feb,Truck Containers Loaded,0
2005,Feb,Personal Vehicle Passengers,0
2005,Feb,Pedestrians,0
2005,Feb,Personal Vehicles,0
2005,Feb,Trains,0
2005,Feb,Buses,0
2005,Feb,Trucks,0
2005,Feb,Rail Containers Loaded,0
2005,Feb,Train Passengers,0
2005,Feb,Truck Containers Empty,0
2005,Mar,Trains,0
2005,Mar,Rail Containers Empty,0
2005,Mar,Personal Vehicle Passengers,0
2005,Mar,Train Passengers,0
2005,Mar,Bus Passengers,0
2005,Mar,Truck Containers Loaded,0
2005,Mar,Personal Vehicles,0
2005,Mar,Pedestrians,0
2005,Mar,Truck Containers Empty,0
2005,Mar,Rail Containers Loaded,0
2005,Mar,Buses,0
2005,Mar,Trucks,0
2005,Apr,Trucks,2
2005,Apr,Pedestrians,0
2005,Apr,Personal Vehicle Passengers,134
2005,Apr,Buses,0
2005,Apr,Truck Containers Loaded,0
2005,Apr,Truck Containers Empty,0
2005,Apr,Rail Containers Loaded,0
2005,Apr,Personal Vehicles,136
2005,Apr,Bus Passengers,0
2005,Apr,Trains,0
2005,Apr,Train Passengers,0
2005,Apr,Rail Containers Empty,0
2005,May,Rail Containers Loaded,0
2005,May,Rail Containers Empty,0
2005,May,Personal Vehicles,171
2005,May,Trucks,0
2005,May,Trains,0
2005,May,Train Passengers,0
2005,May,Bus Passengers,0
2005,May,Pedestrians,0
2005,May,Buses,0
2005,May,Truck Containers Empty,0
2005,May,Truck Containers Loaded,0
2005,May,Personal Vehicle Passengers,304
2005,Jun,Trains,0
2005,Jun,Personal Vehicle Passengers,417
2005,Jun,Pedestrians,0
2005,Jun,Truck Containers Empty,0
2005,Jun,Trucks,4
2005,Jun,Truck Containers Loaded,0
2005,Jun,Bus Passengers,0
2005,Jun,Train Passengers,0
2005,Jun,Rail Containers Empty,0
2005,Jun,Personal Vehicles,196
2005,Jun,Buses,0
2005,Jun,Rail Containers Loaded,0
2005,Jul,Train Passengers,0
2005,Jul,Buses,0
2005,Jul,Trucks,0
2005,Jul,Pedestrians,0
2005,Jul,Truck Containers Empty,0
2005,Jul,Rail Containers Loaded,0
2005,Jul,Truck Containers Loaded,0
2005,Jul,Rail Containers Empty,0
2005,Jul,Personal Vehicle Passengers,724
2005,Jul,Bus Passengers,0
2005,Jul,Personal Vehicles,292
2005,Jul,Trains,0
2005,Aug,Trains,0
2005,Aug,Bus Passengers,0
2005,Aug,Train Passengers,0
2005,Aug,Buses,0
2005,Aug,Rail Containers Empty,0
2005,Aug,Rail Containers Loaded,0
2005,Aug,Personal Vehicle Passengers,763
2005,Aug,Truck Containers Empty,0
2005,Aug,Personal Vehicles,297
2005,Aug,Trucks,1
2005,Aug,Pedestrians,0
2005,Aug,Truck Containers Loaded,0
2005,Sep,Rail Containers Loaded,0
2005,Sep,Personal Vehicles,210
2005,Sep,Rail Containers Empty,0
2005,Sep,Trucks,6
2005,Sep,Trains,0
2005,Sep,Personal Vehicle Passengers,408
2005,Sep,Truck Containers Empty,0
2005,Sep,Buses,0
2005,Sep,Train Passengers,0
2005,Sep,Truck Containers Loaded,0
2005,Sep,Bus Passengers,0
2005,Sep,Pedestrians,0
2005,Oct,Personal Vehicles,267
2005,Oct,Truck Containers Empty,0
