year,month,crossingType,numberOfCrossings
1999,Nov,Truck Containers Loaded,9457
1999,Nov,Personal Vehicles,16939
1999,Nov,Pedestrians,1384
1999,Nov,Trains,35
1999,Nov,Bus Passengers,4158
1999,Nov,Personal Vehicle Passengers,58728
1999,Nov,Train Passengers,105
1999,Nov,Trucks,10801
1999,Nov,Truck Containers Empty,1358
1999,Nov,Rail Containers Loaded,1400
1999,Dec,Buses,45
1999,Dec,Personal Vehicle Passengers,49547
1999,Dec,Bus Passengers,787
1999,Dec,Trains,32
1999,Dec,Truck Containers Empty,1247
1999,Dec,Truck Containers Loaded,8871
1999,Dec,Pedestrians,1061
1999,Dec,Train Passengers,96
1999,Dec,Rail Containers Loaded,1635
1999,Dec,Trucks,9930
1999,Dec,Personal Vehicles,14232
1999,Dec,Rail Containers Empty,382
2000,Jan,Train Passengers,108
2000,Jan,Personal Vehicles,18004
2000,Jan,Rail Containers Loaded,1374
2000,Jan,Trucks,9749
2000,Jan,Personal Vehicle Passengers,62374
2000,Jan,Pedestrians,1368
2000,Jan,Truck Containers Loaded,9168
2000,Jan,Rail Containers Empty,434
2000,Jan,Buses,58
2000,Jan,Trains,36
2000,Jan,Bus Passengers,1325
2000,Jan,Truck Containers Empty,1289
2000,Feb,Buses,84
2000,Feb,Rail Containers Empty,600
2000,Feb,Truck Containers Empty,1296
2000,Feb,Bus Passengers,2295
2000,Feb,Truck Containers Loaded,8706
2000,Feb,Personal Vehicle Passengers,58593
2000,Feb,Personal Vehicles,16850
2000,Feb,Trains,46
2000,Feb,Pedestrians,1567
2000,Feb,Train Passengers,138
2000,Feb,Rail Containers Loaded,1246
2000,Feb,Trucks,11689
2000,Mar,Trucks,11842
2000,Mar,Personal Vehicle Passengers,53076
2000,Mar,Buses,79
2000,Mar,Bus Passengers,2086
2000,Mar,Rail Containers Loaded,1639
2000,Mar,Personal Vehicles,15450
2000,Mar,Pedestrians,1311
2000,Mar,Train Passengers,117
2000,Mar,Rail Containers Empty,740
2000,Mar,Trains,39
2000,Mar,Truck Containers Empty,1419
2000,Mar,Truck Containers Loaded,10553
2000,Apr,Pedestrians,1272
2000,Apr,Buses,76
2000,Apr,Rail Containers Empty,795
2000,Apr,Truck Containers Loaded,10992
2000,Apr,Truck Containers Empty,1146
2000,Apr,Train Passengers,112
2000,Apr,Trains,37
2000,Apr,Rail Containers Loaded,1450
2000,Apr,Bus Passengers,1879
2000,Apr,Personal Vehicles,14874
2000,Apr,Trucks,11997
2000,Apr,Personal Vehicle Passengers,51970
2000,May,Pedestrians,1220
2000,May,Buses,46
2000,May,Bus Passengers,723
2000,May,Trucks,11638
2000,May,Personal Vehicle Passengers,54514
2000,May,Train Passengers,132
2000,May,Trains,33
2000,May,Personal Vehicles,15651
2000,May,Rail Containers Loaded,819
2000,May,Truck Containers Loaded,10288
2000,May,Rail Containers Empty,771
2000,May,Truck Containers Empty,1528
2000,Jun,Train Passengers,102
2000,Jun,Rail Containers Loaded,1195
2000,Jun,Pedestrians,1246
2000,Jun,Trucks,11136
2000,Jun,Personal Vehicle Passengers,58088
2000,Jun,Rail Containers Empty,871
2000,Jun,Trains,34
2000,Jun,Buses,65
