month,crossingType,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Jan,Bus Passengers,,-10.474485,181.8,-13.591199,-45.585216,-33.207547,-37.175141,11.151079,33.171521,4.738761,-10.324826,-49.547219,-52.820513,53.804348,34.275618,-23.157895,-20.890411,-3.463203,-50.224215,333.333333,-65.904366,-57.317073,144.285714,-7.602339,-72.151899,-100,,-100,,
Jan,Buses,,-25,7.407407,48.275862,-32.55814,-15.517241,-14.285714,4.761905,4.545455,8.695652,-50,-64,-44.444444,40,500,-80.952381,-62.5,100,-50,400,-60,-66.666667,200,-16.666667,-80,-100,,-100,,
Jan,Pedestrians,,-16.651665,8.639309,17.49503,15.736041,-66.593567,-27.133479,-27.327327,47.933884,-67.877095,-8.695652,32.380952,5.035971,-97.260274,6650,-54.814815,159.016393,16.139241,-11.171662,-100,,-47.65625,9.452736,-24.090909,32.934132,-59.459459,-51.111111,245.454545,-100,
Jan,Personal Vehicle Passengers,,-3.279926,-7.029408,-2.802987,12.211708,-52.965979,1.346423,80.226692,2.929924,-10.682622,32.259505,-42.047425,-4.534018,-12.197964,37.364929,-35.182629,10.812633,4.726679,2.327004,-5.259383,-3.311885,-9.029817,0.437496,-4.095258,-7.289379,-87.551701,334.193548,59.153046,-2.912893,2.014617
Jan,Personal Vehicles,,0.393148,-6.802797,-2.97737,11.390212,-22.406132,6.413744,2.986681,7.171783,-4.382009,9.286761,10.12481,-4.549306,-12.206625,37.388612,-5.133631,1.289822,5.91699,-1.40565,-1.728248,1.366796,-21.596871,-14.32764,-6.32365,-6.084985,-83.101005,238.75576,48.469596,-4.324721,-0.75656
Jan,Rail Containers Empty,,15.410959,88.724036,-53.930818,48.122867,138.940092,-19.961427,-21.445783,32.822086,-21.939954,18.786982,26.774595,0.687623,-0.390244,-40.842311,41.225166,59.554513,27.626745,36.327001,-55.194257,-32.327992,-13.231198,-13.804173,-3.538175,16.795367,-24.793388,23.076923,17.142857,-44.817073,116.022099
Jan,Rail Containers Loaded,,-0.571429,8.333333,-12.732095,4.407295,23.362445,7.905605,-4.702023,47.160069,-14.931774,-3.941338,6.870229,-12.678571,-17.382413,-15.779703,1.763409,-16.389892,9.84456,-11.320755,18.351064,5.318352,41.607397,-22.903064,57.068404,-5.931149,-5.864198,11.569087,21.410579,-21.26556,-0.483092
Jan,Total People,,-2.772868,-4.497777,-2.961829,10.239487,-46.202768,1.933047,53.125206,4.305247,-9.3587,26.109277,-31.030922,-4.948288,-12.184936,37.740926,-25.211637,7.075023,5.232701,0.544514,-3.826699,-1.338091,-14.541893,-4.92638,-4.833886,-6.889495,-85.798012,285.427413,55.288944,-3.841418,1.373239
Jan,Total Vehicles,,8.186901,7.282603,2.034998,6.503517,17.192871,-2.161411,-11.104975,-1.362386,-4.571017,12.139927,3.792147,5.861147,-14.367706,-8.2395,8.278146,5.688973,12.556912,1.043399,-5.892697,-9.195722,4.833625,-2.480789,16.817987,-5.645782,5.855383,-6.933637,9.994084,30.176772,7.420466
Jan,Train Passengers,,-3.703704,-19.230769,3.571429,24.137931,-8.333333,27.272727,-28.571429,20,-2.777778,-8.571429,175,-27.272727,-6.25,-6.666667,0,28.571429,5.555556,2.631579,-20.512821,-16.129032,11.538462,-20.689655,36.956522,11.111111,-67.619048,-29.411765,-100,,
Jan,Trains,,-3.703704,7.692308,3.571429,24.137931,-8.333333,0,-9.090909,20,-2.777778,-8.571429,37.5,-27.272727,-6.25,-6.666667,0,28.571429,5.555556,2.631579,-20.512821,-16.129032,19.230769,-25.806452,39.130435,18.75,-5.263158,-5.555556,14.705882,-28.205128,25
Jan,Truck Containers Empty,,-24.066667,41.352063,-22.546584,3.368083,4.111715,33.38301,-47.318436,-16.012725,-2.777778,58.311688,-2.789171,8.523207,13.297045,8.785175,23.722397,27.18001,27.906977,1.661442,-18.593895,-28.522727,-11.8177,9.795673,-1.094691,24.903154,7.665042,-17.777778,-25.975976,34.212306,2.166247
